name,author,year,genre,key_words,to_watch,watched
Captain Fantastic,Matt Ross,2016,Komedie;Dramaty;Filmy niezależne,Viggo Mortensen;Frank Langella;George MacKay;Samantha Isler;Annalise Basso;Nicholas Hamilton;Shree Crooks;Charlie Shotwell;Ann Dowd;Erin Moriarty;Missi Pyle;Kathryn Hahn;Steve Zahn;wychowanie;rodzina;survival;przyroda;rebelianci;humor;dramat;niezależny,0,0
Zakochana w niej,Dani de la Orden,2021,Komedie;Filmy międzynarodowe;Romans,Álvaro Cervantes;Susana Abaitua;Luis Zahera;Clara Segura;Aixa Villagrán;Paula Malia;Nil Cardoner;Txell Aixendri;Alberto San Juan;romans;miłość;komedia;psychologia;związek;relacje;przyjaźń;humor,0,0
Fuga,Pablo Larraín,2006,Dramaty;Filmy niezależne;Filmy międzynarodowe,Benjamín Vicuña;Gastón Pauls;Alfredo Castro;Francisca Imboden;Héctor Noguera;María Izquierdo;Willy Semler;Alejandro Trejo;Mateo Iribarren;Marcial Tagle;Paulina Urrutia;polityka;przemoc;represje;Chile;dramat;niewola;wolność;walka;historia,0,0
Awara Paagal Deewana,Vikram Bhatt,2002,Akcja;Przygoda;Komedia;Dramat,Akshay Kumar;Sunil Shetty;Aftab Shivdasani;Preeti Jhangiani;Amrita Arora;Aarti Chhabria;Paresh Rawal;Johny Lever;Rahul Dev;Supriya Pilgaonkar;akcja;komedia slapstick;przestępcy;zamieszanie;przygoda;romans;kryminał;akcja sensacyjna;pościgi;humor;romans;przyjaźń,0,0
Zmartwychwstanie Gavina Stone,Dallas Jenkins,2017,Dla dzieci i rodziny;Komedia;Dramat,Brett Dalton;Anjelah Johnson-Reyes;D.B. Sweeney;Neil Flynn;Shawn Michaels;Patrick Gagnon;Tim Frank;Tara Rios;Liam Matthews;Mary Thornton;rodzina;wiara;religia;przemiana;komedia;przyjaźń;nadzieja;rozrywka dla dzieci;przebaczenie,0,0
Moja nauczycielka moja obsesja,Damián Romay,2018,Thrillery,Lucy Loken;Laura Bilgeri;Rusty Joiner;Alexandria Deberry;Dakota Bruton;Theresa Sutera;Vin Morreale Jr.;Shelby Alicea;Tyler Joseph Campbell;Lestonja Diaz;obsesja;miłość;szkoła;niebezpieczeństwo;manipulacja;psychologia;romans;zagrożenie;emocje;tajemnica,0,0
Namaste Wahala,Hamisha Daryani Ahuja,2021,Komedia;Dramat;Filmy międzynarodowe,Ini Dima-Okojie;Ruslaan Mumtaz;Richard Mofe-Damijo;Joke Silva;Sujata Sehgal;Koye Kekere Ekun;Hamisha Daryani Ahuja;Anee Icha;Ibrahim Suleiman;Osas Ighodaro;Broda Shaggi;romans;miłość;kultura indyjska;kultura nigeryjska;komedia romantyczna;rodzina;przyjaźń;kulturowe różnice;relacje;przygoda,0,0
Monsun,Hong Khaou,2020,Dramat;Filmy niezależne;Filmy LGBTQ,Henry Golding;Parker Sawyers;Molly Harris;David Tran;miłość;LGBTQ;tożsamość;emocje;relacje;rodzina;przemoc;społeczeństwo;samopoznanie;przeznaczenie;podróż;dramat psychologiczny,0,0
Nienawiść według Dani Rovira,Mario Briongos,2021,Stand-Up Comedy,Dani Rovira;humor;komedia;społeczeństwo;satyra;polityka;życie codzienne;relacje;osobiste historie;emocje,0,0
Mundina Nildana,Vinay Bharadwaj,2019,Dramat;Filmy międzynarodowe;Romans,Praveen Tej;Radhika Narayan;Ananya Kashyap;Ajay Raj;Dattanna;Shankar Ashwath;Kshama Santosh Rai;Diksha Sharma;miłość;romans;relacje;emocje;przyjaźń;przeznaczenie;związki;kultura indyjska;dramat młodzieżowy,0,0
Do wszystkich chłopców: Zawsze i na zawsze,Michael Fimognari,2021,Komedia;Romans,Lana Condor;Noah Centineo;Janel Parrish;Anna Cathcart;Ross Butler;Madeleine Arthur;Emilija Baranac;Trezzo Mahoro;Sarayu Blue;John Corbett;Kelcey Mawema;Sofia Black-D'Elia;Henry Thomas;miłość;romans;szkoła;komedia romantyczna;przyjaźń;nastolatki;rodzina;relacje;związki;emocje;dorastanie,0,0
Podróż Xico,Eric D. Cabello Díaz,2021,Dla dzieci i rodziny,Verónica Alva;Pablo Gama Iturrarán;Luis Ángel Jaramillo;Lila Downs;Elena Poniatowska;Verónica Castro;Enrique Guzmán;Alex Lora;Marco Antonio Solís;Víctor Trujillo;przygoda;animacja;zwierzęta;rodzina;przyjaźń;magia;podróż;emocje;odwaga;ekologia;fantastyka,0,0
Dorastanie i inne problemy,Clara Martínez-Lázaro,2018,Komedia;Dramat;Filmy międzynarodowe,Silvia Alonso;Bárbara Goenaga;María Esteve;Vito Sanz;Francesco Carril;dorastanie;przyjaźń;szkoła;relacje;rodzina;emocje;miłość;związki;komedia młodzieżowa;problemy nastolatków;humor;dramat,0,0
Layla Majnun,Monty Tiwa,2020,Dramat;Filmy międzynarodowe;Romans,Reza Rahadian;Acha Septriasa;Baim Wong;Beby Tsabina;Dian Nitami;Uli Herdinansyah;Natasha Rizki;Eriska Rein;Landung Simatupang;August Melasz;Chantiq Schagerl;Cut Ashifa;Aida Cabiyeva;Murad Ismayil;Nadya Arina;Augie Fantinus;Angelia Livie;Ernanto Kusumo;miłość;romans;dramat;kultura azjatycka;emocje;tragedia;rodzina;związki;przeznaczenie;konflikty,0,0
W środku nigdzie,Ava DuVernay,2012,Dramat;Filmy niezależne;Romans,Emayatzy Corinealdi;David Oyelowo;Omari Hardwick;Lorraine Toussaint;Edwina Findley Dickerson;Sharon Lawrence;Nehemiah Sutton;Troy Curvey III;Maya Gilbert;Dondre T. Whitfield;miłość;romans;dramat;rodzina;emocje;społeczeństwo;konflikty;niezależność;przyjaźń;psychologia,0,0
Czerwony punkt,Alain Darborg,2021,Filmy międzynarodowe;Thrillery,Nanna Blondell;Anastasios Soulis;Thomas Hanzon;Johannes Kuhnke;Tomas Bergström;Kalled Mustonen;Anna Azcárate;thriller;zagrożenie;przestępstwo;pościgi;emocje;strach;morderstwo;relacje;dramat;tajemnica,0,0
Miłość kwadratowa,Filip Zylber,2021,Komedia;Filmy międzynarodowe;Romans,Adrianna Chlebicka;Mateusz Banasiuk;Agnieszka Żulewska;Krzysztof Czeczot;Mirosław Baka;Tomasz Karolak;Bartłomiej Kotschedoff;Jacek Knap;Anna Smołowik;Helena Mazur;Sebastian Stankiewicz;romans;miłość;komedia romantyczna;związki;emocje;przyjaźń;relacje;polska młodzież;humor;szkoła,0,0
To jest życie,Ava DuVernay,2008,Dokumentalne;Muzyczne i musicale,Abstract Rude;Chali 2na;Cut Chemist;Ellay Khule;Riddlore;Medusa;Myka Nyne;Pigeon John;2Mex;muzyka;rap;hip-hop;dokument;życie artystów;twórczość;kultura;społeczeństwo;emocje,0,0
Niefortunne przygody Hedi i Cokemana,Julien Royal,2021,Komedia;Filmy międzynarodowe,Hedi Bouchenafa;Nassim Lyes;Fred Testot;Julie Ferrier;Benjamin Tranié;Hugues Jourdain;Charlotte Gabris;Vincent Desagnat;Nina Kepekian;Hakim Jemili;Bun-hay Mean;komedia;przygoda;humor;społeczeństwo;francuski film;relacje;zabawa;nieporozumienia,0,0
Świat który tworzymy,Brian Baugh,2019,Dramat;Romans,Caleb Castille;Rose Reid;Kevin Sizemore;Gregory Alan Williams;miłość;romans;dramat;społeczeństwo;emocje;związki;relacje;przyjaźń;przeznaczenie,0,0
Psy wojny,Todd Phillips,2016,Komedia;Dramat,Jonah Hill;Miles Teller;Ana de Armas;Kevin Pollak;Bradley Cooper;Shaun Toub;Steve Lantz;Gregg Weiner;JB Blanc;Patrick St. Esprit;komedia;dramat;przestępcy;kontraktowe wojny;przyjaźń;zabawa;akcja;humor;amerykański film,0,0
Monster Run,Henri Wong,2020,Akcja;Przygoda;Filmy międzynarodowe,Shawn Yue;Jessie Li;Kara Wai;Tu Men;Qiao Shan;Wang Yutian;Yang Di;Wang Zhener;akcja;przygoda;fantastyka;potwory;pościgi;emocje;walka;dramat;niebezpieczeństwo,0,0
Blanche Gardin: Rozmawiam sama ze sobą,Maïa Sandoz,2017,Stand-Up Comedy,Blanche Gardin;komedia;humor;społeczeństwo;osobiste historie;satyra;emocje;życie codzienne,0,0
Doob: Bez różowego życia,Mostofa Sarwar Farooki,2017,Dramat;Filmy niezależne;Filmy międzynarodowe,Irrfan Khan;Nusrat Imroz Tisha;Parno Mittra;Rokeya Prachy;Nader Chowdhury;Rashad Hossain;dramat;emocje;relacje;społeczeństwo;rodzina;miłość;kultura azjatycka;romans;konflikty;przeznaczenie,0,0
Małe wielkie kobiety,Joseph Hsu,2020,Dramat;Filmy międzynarodowe,Chen Shu-fang;Hsieh Ying-xuan;Vivian Hsu;Sun Ke-fang;Ding Ning;Buffy Chen;Chang Han;Lung Shao-hua;Honduras;Weber Yang;Sara Yu;Janine Chang;rodzina;emocje;relacje;dramat;kobiety;przyjaźń;tradycje;kultura azjatycka;miłość;przeznaczenie,0,0
Malcolm i Marie,Sam Levinson,2021,Dramat;Filmy niezależne,Zendaya;John David Washington;miłość;związki;dramat;relacje;emocje;przeznaczenie;romans;konflikty;psychologia,0,0
Space Sweepers,Jo Sung-hee,2021,Akcja;Przygoda;Dramat;Filmy międzynarodowe,Song Joong-ki;Kim Tae-ri;Jin Sun-kyu;Yoo Hai-jin;Richard Armitage;Park Ye-rin;przyszłość;kosmos;akcja;przygoda;roboty;emocje;dramat;ekologia;technologia;przetrwanie,0,0
Strip Down Rise Up,Michèle Ohayon,2021,Dokumentalne,rozbieranie się;siła kobiet;taneczne rytuały;społeczeństwo;dokument;emocje;przemiana;samoakceptacja,0,0
Ostatni Raj,Rocco Ricciardulli,2020,Dramaty;Filmy Międzynarodowe;Filmy Romansowe,Riccardo Scamarcio;Gaia Bermani Amaral;Valentina Cervi;Antonio Gerardi;Federica Torchetti;Anna Maria de Luca;Lucia Zotti;Nicoletta Carbonara;Donato Placido;Mimmo Mignemi;miłość;romans;dramat;relacje;uczucia;konflikt;emocje;pasja;życie miłosne,0,0
Mistrz Yin-Yang: Sen o Wieczności,Guo Jingming,2021,Akcja i Przygoda;Filmy Międzynarodowe,Mark Chao;Deng Lun;Wang Ziwen;Jessie Li;Wang Duo;Sun Chenjun;Xu Kaicheng;Jasper;Ju Xiaowen;akcja;fantasy;magia;mistrzowie;walka;przygoda;heroizm;tajemnica;nadprzyrodzone,0,0
Wszyscy Moi Przyjaciele Nie Żyją,Jan Belcl,2020,Komedie;Dramaty;Filmy Międzynarodowe,Julia Wieniawa-Narkiewicz;Mateusz Więcławek;Adam Graf Turczyk;Monika Krzywkowska;Nikodem Rozbicki;Kamil Piotrowski;Adam Bobik;Paulina Gałązka;Magdalena Perlińska;Katarzyna Chojnacka;Konrad Żygadło;Szymon Roszak;Michał Sikorski;Aleksandra Pisula;Wojciech Łozowski;Michał Meyer;Adam Woronowicz;przyjaźń;komedia;humor;tragedia;dramat;relacje;życie;czarny humor;zabawa;śmierć;przyjaciele,0,0
Czarna Plaża,Esteban Crespo,2020,Akcja i Przygoda;Filmy Międzynarodowe,Raúl Arévalo;Candela Peña;Paulina García;Claude Musungayi;Babou Cham;Lidia Nené;Melina Matthews;Emilio Buale;Mulie Jarju;Jimmy Castro;Fenda Drame;Dairon Tallon;Teresita Evuy;Olivier Bony;akcja;przygoda;konflikt;dramat;polityka;moc;niebezpieczeństwo;misja;emocje,0,0
Matka Boska z San Juan. Cztery Wieki Cudów,Noé González,2020,Dramaty;Wiara i Duchowość;Filmy Międzynarodowe,Alejandro Peña Arenzana;Alejandra Yañez Reynoso;Giuliana Baker;Mauricio López;Antia Nazarely Reynoso;Felipe De Jesus Hernández;Fernanda Michelle Torres;cud;religia;wiara;kościół;modlitwa;historia;inspiracja;duchowość;społeczność,0,0
Beverly Hills Ninja,Dennis Dugan,1997,Akcja i Przygoda;Komedie,Chris Farley;Nicollette Sheridan;Robin Shou;Nathaniel Parker;Soon-Tek Oh;Keith Cooke;Chris Rock;François Chau;Dale Ishimoto;Daming Chen;komedia;akcja;sztuki walki;ninja;humor;przygoda;absurd;film akcji;parodia,0,0
Rocks,Sarah Gavron,2019,Dramaty,Bukky Bakray;Kosar Ali;D'angelou Osei Kissiedu;Shaneigha-Monik Greyson;Sarah Niles;Ruby Stokes;Tawheda Begum;Afi Okaidja;Anastasia Dymitrow;przyjaźń;młodzież;dramat;życie codzienne;relacje;szkoła;wyzwania;emocje;przywiązanie;tożsamość,0,0
Wyspa Tajemnic,Martin Scorsese,2010,Thrillery,Leonardo DiCaprio;Mark Ruffalo;Ben Kingsley;Max von Sydow;Michelle Williams;Emily Mortimer;Patricia Clarkson;Jackie Earle Haley;Ted Levine;John Carroll Lynch;Elias Koteas;thriller;psychologiczny;tajemnica;morderstwo;śledztwo;insanity;detektyw;zagadka;napięcie;sekrety,0,0
Włamanie do Banku,Roger Donaldson,2008,Dramaty;Filmy Międzynarodowe;Thrillery,Jason Statham;Saffron Burrows;Richard Lintern;Stephen Campbell Moore;Daniel Mays;Peter Bowles;Keeley Hawes;Colin Salmon;Alki David;James Faulkner;napad;thriller;akcja;złodziejstwo;intryga;dramat;przestępstwo;planowanie;zagrożenie;emocje,0,0
Zathura,Jon Favreau,2005,Filmy Dla Dzieci i Rodziny;Sci-Fi i Fantasy,Jonah Bobo;Josh Hutcherson;Dax Shepard;Kristen Stewart;Tim Robbins;Frank Oz;John Alexander;Derek Mears;Douglas Tait;Joe Bucaro III;przygoda;kosmos;gra;fantasy;rodzina;dzieci;magia;niebezpieczeństwo;emocje,0,0
Fatima,Marco Pontecorvo,2020,Dramaty;Wiara i Duchowość,Joaquim de Almeida;Goran Visnjic;Stephanie Gil;Alejandra Howard;Jorge Lamelas;Lúcia Moniz;Marco D'Almeida;Joana Ribeiro;Carla Chambel;Elmano Sancho;Harvey Keitel;Sonia Braga;wiara;cud;religia;modlitwa;dramat;inspiracja;historia;społeczność;emocje,0,0
Hell Fest,Gregory Plotkin,2018,Horrory,Amy Forsyth;Reign Edwards;Bex Taylor-Klaus;Tony Todd;Christian James;Matt Mercurio;Michael Tourek;Courtney Dietz;Stephen Conroy;horror;slasher;przerażenie;festyn;krew;strach;morderstwo;prześladowanie;noc grozy,0,0
Poniżej Zera,Lluís Quílez,2021,Akcja i Przygoda;Filmy Międzynarodowe,Javier Gutiérrez;Karra Elejalde;Luis Callejo;Andrés Gertrúdix;Isak Ferriz;Édgar Vittorino;Miquel Gelabert;Florin Opritescu;Àlex Monner;Patrick Criado;akcja;przygoda;thriller;niebezpieczeństwo;zima;walka;misja;emocje;przeżycie,0,0
Odnaleźć ‘Ohana’,Jude Weng,2021,Filmy Dla Dzieci i Rodziny;Komedie,Kea Peahu;Alex Aiono;Lindsay Watson;Owen Vaccaro;Kelly Hu;Branscombe Richmond;Ke Huy Quan;Brad Kalilimoku;Chris Parnell;Marc Evan Jackson;Ricky Garcia;przygoda;rodzina;komedia;poszukiwania;przyjaźń;młodzież;emocje;wyspa;dziedzictwo;tajemnica,0,0
Wykopaliska,Simon Stone,2021,Dramaty;Filmy Międzynarodowe,Carey Mulligan;Ralph Fiennes;Lily James;Johnny Flynn;Ben Chaplin;Ken Stott;dramat;historia;archeologia;przeszłość;odkrycie;emocje;tajemnica;wartości;rodzina,0,0
Czerwiec & Kopi,Noviandra Santosa,2021,Filmy Dla Dzieci i Rodziny;Dramaty;Filmy Międzynarodowe,Acha Septriasa;Ryan Delon;Makayla Rose Hilli;TJ;dzieci;rodzina;dramat;młodzież;przyjaźń;emocje;wychowanie;przygoda,0,0
Wspólnik,Jeremy Grant,2021,Dokumentalne;Filmy Międzynarodowe;Filmy Sportowe,Kurt Sorge;Tom Van Steenbergen;Cameron Zink;Graham Agassiz;Tyler McCaul;Cameron McCaul;Ethan Nell;Hannah Bergemann;Carson Storch;Brandon Semenuk;Veronique Sandler;Nico Vink;Garett Buehler;Jaxson Riddle;Andreu Lacondeguy;Paul Genovese;Paul Basagoitia;sport;ekstremalne;rower;skoki;przygoda;dokumentalne;emocje;rywalizacja;pasja;wyzwania,0,0
Kilometry i Kilometry,Jeo Baby,2020,Komedie;Dramaty;Filmy Niezależne,Tovino Thomas;India Jarvis;Joju George;Sidhartha Siva;Basil Joseph;Sudheesh;Parvathi T;Pauly Valsan;komedia;dramat;podróż;kultura;relacje;przygoda;emocje;społeczność;rodzina,0,0
Penguin Bloom,Glendyn Ivin,2021,Filmy Dla Dzieci i Rodziny;Dramaty,Naomi Watts;Andrew Lincoln;Jacki Weaver;Griffin Murray-Johnston;Rachel House;Leeanna Walsman;Lisa Hensley;Felix Cameron;Abe Clifford-Barr;dramat;rodzina;emocje;rehabilitacja;zwierzę;przyjaźń;relacje;moc;życie;nadzieja,0,0
Czarna Róża,Okey Oku,2018,Dramaty;Filmy Międzynarodowe,Blossom Chukwujekwu;Ebele Okaro;Lilian Echelon;Betty Bellor;Swanky JKA;dramat;miłość;rodzina;emocje;społeczność;konflikt;życie codzienne;przyjaźń;relacje,0,0
Wynajmij Kobietę,Ifeanyi Ikpoenyi,2019,Komedie;Filmy Międzynarodowe;Filmy Romansowe,Alexx Ekubo;Nancy Isime;Mike Godson;Belinda Effah;Ifu Ennada;Uzor Arukwe;Uche Nwaefuna;Erica Nlewedim;komedia;romans;miłość;zabawa;relacje;humor;randki;konflikt;emocje,0,0
Ona Jest,Chris Eneng Enaji,2019,Dramaty;Filmy Międzynarodowe;Filmy Romansowe,Somkele Iyamah;Ime Bishop Umoh;Chiwetalu Agu;Chigul;Desmond Elliot;Segun Arinze;Alibaba Akporobome;Frank Donga;Omawumi;Uzor Arukwe;Blessing Onwukwe;Amaka Iruobe;Waje;dramat;romans;miłość;relacje;emocje;kultura;społeczność,0,0
Więc Moja Babcia Jest Lesbijką!,Ángeles Reiné,2020,Komedie;Filmy Międzynarodowe;Filmy LGBTQ,Rosa María Sardà;Verónica Forqué;Ingrid García Jonsson;David Verdaguer;Candela Peña;Mónica López;Pol Monen;Alex O'Dogherty;Leander Vyvey;Liz Lobato;komedia;LGBTQ;rodzina;humor;relacje;emocje;akceptacja;przyjaźń;tożsamość,0,0
Kolejne Trzy Dni,Paul Haggis,2010,Dramaty;Thrillery,Russell Crowe;Elizabeth Banks;Brian Dennehy;Lennie James;Olivia Wilde;Ty Simpkins;Helen Carey;Liam Neeson;Daniel Stern;Kevin Corrigan;thriller;dramat;akcja;więzienie;ucieczka;zagrożenie;relacje;emocje;miłość;detektyw,0,0
Biały Tygrys,Ramin Bahrani,2021,Dramaty,Adarsh Gourav;Rajkummar Rao;Priyanka Chopra Jonas;Mahesh Manjrekar;Vijay Maurya;dramat;społeczeństwo;klasa społeczna;przestępczość;ambicja;bieda;przemiana;władza;emocje;intryga,0,0
Święto Przyjaźni,Nicol Paone,2020,Komedie,Malin Akerman;Kat Dennings;Aisha Tyler;Jane Seymour;Jack Donnelly;Chelsea Peretti;Christine Taylor;Ryan Hansen;Deon Cole;Wanda Sykes;komedia;rodzina;przyjaźń;humor;święto;relacje;emocje;życie codzienne,0,0
Cień Przemocy,Nick Rowland,2020,Dramaty,Cosmo Jarvis;Barry Keoghan;Niamh Algar;Ned Dennehy;Kiljan Tyr Moroney;David Wilmot;Brid Brennan;Simone Kirby;Anthony Welsh;dramat;przemoc;społeczeństwo;relacje;emocje;zagrożenie;konflikt;rodzina;życie codzienne,0,0
Miasto Bezwzględnych,RZA,2020,Dramaty,Shameik Moore;Demetrius Shipp Jr.;Denzel Whitaker;Keean Johnson;Kat Graham;T.I.;Terrence Howard;Rob Morgan;Eiza González;Ethan Hawke;Wesley Snipes;dramat;przestępczość;gangi;akcja;emocje;przemoc;relacje;społeczeństwo;walka;zemsta,0,0
Bez Wzroku,Cooper Karl,2020,Thrillery,Madelaine Petsch;Alexander Koch;December Ensminger;Lee Jones;thriller;suspense;psychologiczny;tajemnica;emocje;zagrożenie;strach;niepewność;prześladowanie,0,0
Homefront,Gary Fleder,2013,Akcja;Przygoda,Jason Statham;James Franco;Izabela Vidovic;Kate Bosworth;Marcus Hester;Clancy Brown;Winona Ryder;Omar Benson Miller;Rachelle Lefevre;Frank Grillo;Chuck Zito;Pruitt Taylor Vince;wojna gangów;mafia;przestępczość;zemsta;rodzina;akcja;przygodowy;strzelaniny;samotny bohater,0,0
Potworna opowieść,J.A. Bayona,2016,Dramat;Sci-Fi;Fantasy,Lewis MacDougall;Sigourney Weaver;Felicity Jones;Liam Neeson;Toby Kebbell;Ben Moor;James Melville;Oliver Steer;Dominic Boyle;Geraldine Chaplin;Jennifer Lim;fantasy;emocje;strach;fantastyczne stworzenia;ojciec;matka;przemijanie;magia;sen;dramat rodzinny,0,0
Śmierć mnie dopadnie,Darren Lynn Bousman,2020,Horror,Maggie Q;Luke Hemsworth;Alex Essoe;Ingkarat Jaraswongkosol;Kelly B. Jones;Caledonia Burr;horror;psychologiczny;morderstwo;zagadka;przerażenie;thriller;strach;nadprzyrodzone;sekrety;śmierć,0,0
Dziewczyny z radu,Lydia Dean Pilcher;Ginny Mohler,2018,Dramat;Film niezależny,Joey King;Abby Quinn;Cara Seymour;Scott Shepherd;Susan Heyward;Neal Huff;Collin Kelly-Sordelet;John Bedford Lloyd;Joe Grifasi;Colby Minifie;dramat;historia prawdziwa;kobiety;walka o prawa;przemysł;społeczeństwo;walka klas,0,0
Podwójny Tata,Cris D'Amato,2020,Dziecięcy;Komedia;Dramat,Maisa Silva;Eduardo Moscovis;Marcelo Médici;Laila Zaid;Pedro Ottoni;Rayana Diniz;Caio Vegatti;Fafá de Belém;Thaynara Og;Roberto Bonfim;rodzina;komedia;przygoda;dzieci;relacje rodzinne;humor;przyjaźń,0,0
Poza linią,Mikael Håfström,2021,Akcja;Przygoda,Anthony Mackie;Damson Idris;Emily Beecham;Michael Kelly;Pilou Asbæk;wojna;przyszłość;drony;wojskowość;akcja;przygoda;dramat wojenny,0,0
Pingwiny z Madagaskaru: Film,Eric Darnell;Simon J. Smith,2014,Dziecięcy;Komedia,Tom McGrath;Christopher Knights;Chris Miller;Conrad Vernon;John Malkovich;Benedict Cumberbatch;Ken Jeong;Annet Mahendru;Peter Stormare;animacja;pingwiny;przygoda;humor;zwierzęta;komedia rodzinna;akcja,0,0
Pinkfong i Baby Shark: Kosmiczna przygoda,Byeon Hee-sun,2019,Dziecięcy,Jo Kyoung-i;Kim Seo-yeong;Kim Eun-ah;Jeong Jae-heon;animacja;kosmos;przygoda;dzieci;muzyka;humor;rodzina,0,0
Zaginieni,Peter Facinelli,2020,Thriller,Thomas Jane;Anne Heche;Jason Patric;John D. Hickman;Peter Facinelli;Alex Haydon;Aleksei Archer;Kristopher Wente;zaginięcie;tajemnica;kryminał;thriller psychologiczny;śledztwo;akcja,0,0
Tribhanga - Zwariowana rodzina,Renuka Shahane,2021,Dramat;Film międzynarodowy,Kajol;Tanvi Azmi;Mithila Palkar;Kunaal Roy Kapur;Vaibhav Tatwawaadi;Kanwaljeet Singh;Manav Gohil;Shweta Mehendale;rodzina;relacje;komedia dramatyczna;kultura indyjska;emocje;życie codzienne,0,0
Co zrobiłaby Sophia Loren?,Ross Kauffman,2021,Dokumentalny,Nancy Vincenza Careri Kulik;Sophia Loren;dokument;biografia;kultura;gwiazdy;życie prywatne;film dokumentalny;kobieta;ikona,0,0
Wish You,Sung Do-jun,2021,Dramat;Film międzynarodowy;LGBTQ,Kang In-soo;Lee Sang;Soo-bin;miłość;LGBTQ;emocje;dramat;relacje;rodzina;społeczeństwo,0,0
Tanda Tanya,Hanung Bramantyo,2011,Dramat;Film międzynarodowy,Reza Rahadian;Revalina S. Temat;Rio Dewanto;Agus Kuncoro Adi;Endhita;Hengky Solaiman;Edmay Solaiman;Dedi Soetomo;M Ibrahim;dramat;rodzina;społeczeństwo;Indonezja;kultura;emocje;życie codzienne,0,0
Klub złamanych serc,Charles Gozali;Bagus Bramanti,2020,Komedia;Dramat;Film międzynarodowy,Bhisma Mulia;Denira Wiraguna;Didi Kempot;Sisca JKT48;Erick Estrada;Asri Welas;Mo Sidik;Emil Kusumo;Dede Satria;Rezca Syam;komedia;dramat;miłość;romans;Indonezja;kultura;przyjaźń;muzyka,0,0
Niedoskonałe morderstwo,James Toback,2017,Dramat;Thriller,Sienna Miller;Alec Baldwin;Charles Grodin;Colleen Camp;John Buffalo Mailer;Nick Mathews;Steven Prescod;Oliver Power Grant;James Toback;morderstwo;thriller;dramat;zagadka;psychologiczny;przestępstwo,0,0
Na tropie,Francisco D'Eufemia,2019,Film międzynarodowy;Thriller,Rodrigo de la Serna;Belen Blanco;Walter Jakob;Facundo Aquinos;Patricia Calisaya;thriller;kryminał;zagadka;akcja;emocje;przestępstwo;film międzynarodowy,0,0
Chris Rock Total Blackout: Rozszerzona wersja,Chris Rock,2021,Stand-Up Comedy,Chris Rock;komedia;stand-up;humor;satyra;publiczność,0,0
Crack: Kokaina Korupcja i Spisek,Stanley Nelson,2021,Dokumentalny;narkotyki;kryminał;społeczeństwo;historia;przestępczość;dokument,,0,0
Nietykalni,Olivier Nakache;Éric Toledano,2011,Komedia;Dramat;Film międzynarodowy,François Cluzet;Omar Sy;Anne Le Ny;Audrey Fleurot;Joséphine de Meaux;Clotilde Mollet;Alba Gaïa Kraghede Bellugi;Cyril Mendy;dramat;humor;przyjaźń;niepełnosprawność;opieka;francuski film;życie codzienne,0,0
Apaharan,Prakash Jha,2005,Dramat;Film międzynarodowy,Ajay Devgn;Nana Patekar;Bipasha Basu;Ayub Khan;Mohan Agashe;Mukesh Tiwari;Yashpal Sharma;Anoop Soni;Chetan Pandit;dramat;przestępczość;Indie;rodzina;społeczeństwo;polityka,0,0
BluffMaster!,Rohan Sippy,2005,Komedia;Film międzynarodowy;Romans,Abhishek Bachchan;Priyanka Chopra;Riteish Deshmukh;Boman Irani;Nana Patekar;Sanjay Mishra;Tinnu Anand;Hussain Shaikh;komedia;oszustwo;romans;humor;Indie;przestępstwo;przyjaźń,0,0
Uroczy,Ross Venokur,2021,Dziecięcy;Komedia,Wilmer Valderrama;Demi Lovato;Sia;Nia Vardalos;Ashley Tisdale;Avril Lavigne;G.E.M.;John Cleese;Chris Harrison;Dee Bradley Baker;Carlos Alazraqui;dzieci;przygoda;humor;muzyka;animacja;rodzina,0,0
Gangaajal,Prakash Jha,2003,Dramat;Film międzynarodowy,Ajay Devgn;Gracy Singh;Mohan Agashe;Mohan Joshi;Ayub Khan;Akhilendra Mishra;Mukesh Tiwari;Yashpal Sharma;Brij Gopal;Anita Kanwal;dramat;Indie;przestępczość;policja;społeczeństwo;kultura,0,0
Czy miłość wystarczy? Sir,Rohena Gera,2018,Dramat;Film niezależny;Film międzynarodowy,Tillotama Shome;Vivek Gomber;Geetanjali Kulkarni;Rahul Vohra;Divya Seth;Chandrachoor Rai;Dilnaz Irani;Bhagyashree Pandit;Anupriya Goenka;Rashi Mal;dramat;miłość;Indie;relacje;społeczeństwo;kobieta;emocje,0,0
Stuck Apart,,2021,Komedia;Dramat;Film międzynarodowy,Engin Günaydın;Haluk Bilginer;Binnur Kaya;Öner Erkan;İrem Sak;Fatih Artman;Gülçin Santırcıoğlu;İlker Aksum;Hülya Duyar;Göktuğ Yıldırım;Helin Kandemir;dramat;komedia;Turcja;relacje;rodzina;przyjaźń,0,0
100% Halal,Jastis Arimba,2020,Dramat;Film międzynarodowy,Anisa Rahma;Ariyo Wahab;Anandito Dwis;Fitria Rasyidi;Arafah Rianti;Kinaryosih;dramat;religia;Indonezja;społeczeństwo;rodzina;miłość,0,0
Skok!,Eric Summer;Éric Warin,2016,Dziecięcy;Komedia,Bronwen Mantel;Mel Brooks;Maddie Ziegler;Dane DeHaan;Julie Khaner;Elle Fanning;Terrence Scammell;Tamir Kapelian;Carly Rae Jepsen;animacja;przygoda;dzieci;taniec;muzyka;humor;przyjaźń,0,0
